"","Size","Phylum","Class","Order","Family","Genus"
"Otu2645","14","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_unclassified"
"Otu2646","14","Chlamydiae","Chlamydiae","Chlamydiales","Chlamydiales_unclassified","Chlamydiales_unclassified"
"Otu2647","14","OD1","OD1_class_incertae_sedis","OD1_order_incertae_sedis","OD1_family_incertae_sedis","OD1_genus_incertae_sedis"
"Otu2648","14","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonadaceae_unclassified"
"Otu2649","14","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu2650","14","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu2651","14","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2652","14","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_unclassified","Rhizobiales_unclassified"
"Otu2653","14","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"Otu2654","14","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu2656","14","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomycetaceae_unclassified"
"Otu2657","14","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu2659","14","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2661","14","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2662","14","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"Otu2663","14","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2664","14","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2665","14","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2668","14","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu2669","14","TM7","TM7_class_incertae_sedis","TM7_order_incertae_sedis","TM7_family_incertae_sedis","TM7_genus_incertae_sedis"
"Otu2670","14","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu2671","14","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu2673","14","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2676","14","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu2678","14","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2679","14","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Cystobacteraceae_unclassified"
"Otu2681","14","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Cytophagaceae","Cytophagaceae_unclassified"
"Otu2682","13","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2690","13","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium"
"Otu2694","13","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"Otu2697","13","TM7","TM7_class_incertae_sedis","TM7_order_incertae_sedis","TM7_family_incertae_sedis","TM7_genus_incertae_sedis"
"Otu2700","13","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu2701","13","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu2702","13","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu2703","13","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu2704","13","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu2705","13","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_order_incertae_sedis","Alphaproteobacteria_family_incertae_sedis","Geminicoccus"
"Otu2706","13","Acidobacteria","Acidobacteria_Gp1","Acidobacteria_Gp1_order_incertae_sedis","Acidobacteria_Gp1_family_incertae_sedis","Gp1"
"Otu2707","13","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acidocella"
"Otu2708","13","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2710","13","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"Otu2711","13","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2712","13","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"Otu2713","13","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu2714","13","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2715","13","Cyanobacteria_Chloroplast","Cyanobacteria_Chloroplast_unclassified","Cyanobacteria_Chloroplast_unclassified","Cyanobacteria_Chloroplast_unclassified","Cyanobacteria_Chloroplast_unclassified"
"Otu2716","13","Spirochaetes","Spirochaetes","Spirochaetales","Spirochaetaceae","Treponema"
"Otu2717","13","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia"
"Otu2718","13","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"Otu2719","13","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2720","13","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu2721","13","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
"Otu2722","13","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2723","13","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2724","13","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu2725","13","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2726","13","Actinobacteria","Actinobacteria","Actinomycetales","Nakamurellaceae","Nakamurellaceae_unclassified"
"Otu2727","13","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2728","13","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto"
"Otu2729","13","OD1","OD1_class_incertae_sedis","OD1_order_incertae_sedis","OD1_family_incertae_sedis","OD1_genus_incertae_sedis"
"Otu2730","13","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2731","13","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Rhodocyclaceae_unclassified"
"Otu2732","13","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu2733","13","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu2734","13","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2735","13","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2736","13","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2737","13","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu2738","13","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified"
"Otu2739","13","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2740","13","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetales_unclassified","Actinomycetales_unclassified"
"Otu2741","13","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu2742","13","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu2744","13","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"Otu2745","13","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu2746","13","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2749","13","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu2750","13","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu2751","13","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"Otu2753","13","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2754","13","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu2755","12","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus"
"Otu2756","12","Chlamydiae","Chlamydiae","Chlamydiales","Simkaniaceae","Simkania"
"Otu2758","12","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2759","12","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu2760","12","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2761","12","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2762","12","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"Otu2763","12","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinobaculum"
"Otu2765","12","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2766","12","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2767","12","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu2768","12","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomycetaceae_unclassified"
"Otu2769","12","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"Otu2770","12","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacterales_unclassified","Solirubrobacterales_unclassified"
"Otu2771","12","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2772","12","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2773","12","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu2775","12","Acidobacteria","Acidobacteria_Gp1","Acidobacteria_Gp1_order_incertae_sedis","Acidobacteria_Gp1_family_incertae_sedis","Gp1"
"Otu2777","12","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter"
"Otu2778","12","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2779","12","Actinobacteria","Actinobacteria","Acidimicrobiales","Acidimicrobiales_unclassified","Acidimicrobiales_unclassified"
"Otu2782","12","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu2783","12","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu2784","12","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
"Otu2785","12","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2787","12","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2789","12","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2792","12","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2793","12","TM7","TM7_class_incertae_sedis","TM7_order_incertae_sedis","TM7_family_incertae_sedis","TM7_genus_incertae_sedis"
"Otu2795","12","OD1","OD1_class_incertae_sedis","OD1_order_incertae_sedis","OD1_family_incertae_sedis","OD1_genus_incertae_sedis"
"Otu2796","12","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2797","12","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetales_unclassified","Actinomycetales_unclassified"
"Otu2798","12","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu2799","12","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Sphingobacteriales_unclassified","Sphingobacteriales_unclassified"
"Otu2800","12","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"Otu2801","12","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2802","12","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2803","12","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2804","12","Acidobacteria","Acidobacteria_Gp3","Acidobacteria_Gp3_order_incertae_sedis","Acidobacteria_Gp3_family_incertae_sedis","Gp3"
"Otu2810","12","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu2811","12","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2813","12","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Sphingobacteriales_unclassified","Sphingobacteriales_unclassified"
"Otu2814","12","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XIII","Mogibacterium"
"Otu2815","12","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis"
"Otu2817","12","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Brevibacillus"
"Otu2818","12","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2819","11","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Otu2820","11","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2821","11","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu2822","11","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2824","11","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"Otu2825","11","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified"
"Otu2828","11","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu2829","11","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcales_unclassified","Myxococcales_unclassified"
"Otu2830","11","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2831","11","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2833","11","TM7","TM7_class_incertae_sedis","TM7_order_incertae_sedis","TM7_family_incertae_sedis","TM7_genus_incertae_sedis"
"Otu2834","11","OP11","OP11_class_incertae_sedis","OP11_order_incertae_sedis","OP11_family_incertae_sedis","OP11_genus_incertae_sedis"
"Otu2835","11","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2836","11","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2837","11","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_unclassified","Rhizobiales_unclassified"
"Otu2838","11","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Acidaminococcaceae_unclassified"
"Otu2839","11","Acidobacteria","Acidobacteria_Gp1","Acidobacteria_Gp1_order_incertae_sedis","Acidobacteria_Gp1_family_incertae_sedis","Gp1"
"Otu2841","11","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2842","11","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2843","11","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2844","11","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Sphingobacteriales_unclassified","Sphingobacteriales_unclassified"
"Otu2847","11","Acidobacteria","Acidobacteria_Gp16","Acidobacteria_Gp16_order_incertae_sedis","Acidobacteria_Gp16_family_incertae_sedis","Gp16"
"Otu2848","11","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
"Otu2849","11","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister"
"Otu2850","11","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2851","11","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2854","11","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2855","11","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetales_unclassified","Actinomycetales_unclassified"
"Otu2856","11","Acidobacteria","Acidobacteria_Gp3","Acidobacteria_Gp3_unclassified","Acidobacteria_Gp3_unclassified","Acidobacteria_Gp3_unclassified"
"Otu2857","11","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"Otu2859","11","TM7","TM7_class_incertae_sedis","TM7_order_incertae_sedis","TM7_family_incertae_sedis","TM7_genus_incertae_sedis"
"Otu2860","11","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2862","11","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2863","11","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Rhodospirillaceae_unclassified"
"Otu2864","11","Acidobacteria","Acidobacteria_Gp4","Acidobacteria_Gp4_order_incertae_sedis","Acidobacteria_Gp4_family_incertae_sedis","Gp4"
"Otu2866","11","TM7","TM7_class_incertae_sedis","TM7_order_incertae_sedis","TM7_family_incertae_sedis","TM7_genus_incertae_sedis"
"Otu2867","11","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2869","11","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu2870","11","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu2871","11","OP11","OP11_class_incertae_sedis","OP11_order_incertae_sedis","OP11_family_incertae_sedis","OP11_genus_incertae_sedis"
"Otu2872","11","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu2873","11","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2874","11","OP11","OP11_class_incertae_sedis","OP11_order_incertae_sedis","OP11_family_incertae_sedis","OP11_genus_incertae_sedis"
"Otu2876","11","SR1","SR1_class_incertae_sedis","SR1_order_incertae_sedis","SR1_family_incertae_sedis","SR1_genus_incertae_sedis"
"Otu2878","11","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu2879","11","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"Otu2880","11","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium"
"Otu2881","11","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2882","11","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2883","11","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu2887","11","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella"
"Otu2888","11","Acidobacteria","Acidobacteria_Gp1","Acidobacteria_Gp1_order_incertae_sedis","Acidobacteria_Gp1_family_incertae_sedis","Gp1"
"Otu2889","11","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Azospirillum"
"Otu2891","11","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"Otu2894","11","Firmicutes","Bacilli","Bacillales","Pasteuriaceae","Pasteuria"
"Otu2895","11","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2898","11","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae_1","Shimazuella"
"Otu2899","11","TM7","TM7_class_incertae_sedis","TM7_order_incertae_sedis","TM7_family_incertae_sedis","TM7_genus_incertae_sedis"
"Otu2901","11","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2902","11","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2903","11","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2904","11","TM7","TM7_class_incertae_sedis","TM7_order_incertae_sedis","TM7_family_incertae_sedis","TM7_genus_incertae_sedis"
"Otu2905","11","Acidobacteria","Acidobacteria_Gp6","Acidobacteria_Gp6_order_incertae_sedis","Acidobacteria_Gp6_family_incertae_sedis","Gp6"
"Otu2907","10","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea"
"Otu2908","10","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu2912","10","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Dongia"
"Otu2914","10","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2915","10","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Dactylosporangium"
"Otu2916","10","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2922","10","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"Otu2924","10","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2925","10","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenella"
"Otu2929","10","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacterales_unclassified","Solirubrobacterales_unclassified"
"Otu2930","10","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Otu2932","10","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu2934","10","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2936","10","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2939","10","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomycetaceae_unclassified"
"Otu2940","10","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomycetaceae_unclassified"
"Otu2941","10","Chlamydiae","Chlamydiae","Chlamydiales","Chlamydiales_unclassified","Chlamydiales_unclassified"
"Otu2942","10","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu2943","10","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu2944","10","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu2945","10","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu2946","10","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetales_unclassified","Actinomycetales_unclassified"
"Otu2948","10","TM7","TM7_class_incertae_sedis","TM7_order_incertae_sedis","TM7_family_incertae_sedis","TM7_genus_incertae_sedis"
"Otu2953","10","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
