"","Size","Phylum","Class","Order","Family","Genus"
"Otu0001","1444806","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"Otu0002","973178","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Otu0003","831488","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Methylophilaceae_unclassified"
"Otu0004","595658","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella"
"Otu0005","488403","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter"
"Otu0006","486211","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"Otu0007","401551","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Otu0008","390945","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus"
"Otu0009","330408","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacteriaceae_unclassified"
"Otu0010","307921","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"Otu0011","260367","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Methylophilus"
"Otu0012","219921","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu0013","201261","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0014","198185","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"Otu0015","192422","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Otu0016","173905","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas"
"Otu0017","166781","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella"
"Otu0018","134920","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_unclassified"
"Otu0019","131522","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu0020","85945","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"Otu0021","73734","Firmicutes","Bacilli","Bacillales","Bacillales_Incertae_Sedis_X","Thermicanus"
"Otu0022","70725","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu0023","68738","Acidobacteria","Acidobacteria_Gp6","Acidobacteria_Gp6_order_incertae_sedis","Acidobacteria_Gp6_family_incertae_sedis","Gp6"
"Otu0024","63845","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia"
"Otu0025","63590","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu0026","60378","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Peptoniphilus"
"Otu0027","58218","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"Otu0028","52808","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Dyella"
"Otu0029","50453","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Cloacibacterium"
"Otu0030","49566","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetales_unclassified","Actinomycetales_unclassified"
"Otu0031","48572","Firmicutes","Bacilli","Bacillales","Bacillales_unclassified","Bacillales_unclassified"
"Otu0032","47576","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu0033","46719","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0034","40146","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
"Otu0035","39251","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu0036","39141","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"Otu0037","38558","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Otu0038","37895","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0039","37277","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Sphingobacteriaceae","Sphingobacteriaceae_unclassified"
"Otu0040","34006","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges"
"Otu0041","30523","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Otu0042","27103","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu0043","25066","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0044","25049","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"Otu0045","24989","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0046","22658","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0047","22579","Acidobacteria","Acidobacteria_Gp6","Acidobacteria_Gp6_order_incertae_sedis","Acidobacteria_Gp6_family_incertae_sedis","Gp6"
"Otu0048","21830","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Otu0049","21559","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacteraceae_unclassified"
"Otu0050","20976","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Otu0051","20625","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter"
"Otu0052","20547","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetales_unclassified","Actinomycetales_unclassified"
"Otu0053","19339","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0054","19060","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Otu0055","18152","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Anoxybacillus"
"Otu0056","17898","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0057","17270","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium"
"Otu0058","17147","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu0059","16936","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0060","16802","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Sediminibacterium"
"Otu0061","16284","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Otu0062","15561","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu0063","15039","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Otu0064","14147","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium"
"Otu0065","13980","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium"
"Otu0066","13896","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu0067","12842","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu0068","12416","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Finegoldia"
"Otu0069","12254","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Chromobacterium"
"Otu0070","12162","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Otu0071","11906","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Otu0072","11886","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"Otu0073","10809","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu0074","10621","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Cytophagaceae","Cytophaga"
"Otu0075","10266","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus"
"Otu0076","10234","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Rhodocyclaceae_unclassified"
"Otu0077","10167","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Akkermansia"
"Otu0078","9982","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium"
"Otu0079","9840","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu0080","9723","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"Otu0081","9706","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Otu0082","9522","Proteobacteria","Alphaproteobacteria","Rhizobiales","Aurantimonadaceae","Aurantimonas"
"Otu0083","9509","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Phyllobacteriaceae_unclassified"
"Otu0084","9437","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0085","9278","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter"
"Otu0086","9268","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0087","8126","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Rothia"
"Otu0088","8075","Fusobacteria","Fusobacteria","Fusobacteriales","Leptotrichiaceae","Leptotrichia"
"Otu0089","7602","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Cytophagaceae","Cytophagaceae_unclassified"
"Otu0090","7594","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseomonas"
"Otu0091","7540","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu0092","7443","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0093","7414","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Otu0094","7324","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Otu0095","7299","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_unclassified","Rhizobiales_unclassified"
"Otu0096","7289","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"Otu0097","7193","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu0098","7083","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0099","7014","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu0100","6717","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxellaceae_unclassified"
"Otu0101","6554","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"Otu0102","6164","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Cellvibrio"
"Otu0103","5805","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_unclassified","Rhizobiales_unclassified"
"Otu0104","5442","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonadaceae_unclassified"
"Otu0105","5339","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacteraceae_unclassified"
"Otu0106","5275","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonadaceae_unclassified"
"Otu0107","5052","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu0108","5039","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetales_unclassified","Actinomycetales_unclassified"
"Otu0109","4875","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonadaceae_unclassified"
"Otu0110","4794","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Otu0111","4726","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea"
"Otu0112","4695","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus"
"Otu0113","4682","OP11","OP11_class_incertae_sedis","OP11_order_incertae_sedis","OP11_family_incertae_sedis","OP11_genus_incertae_sedis"
"Otu0114","4580","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Methylophilus"
"Otu0115","4501","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0116","4410","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Rhodocyclaceae_unclassified"
"Otu0117","4370","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu0118","4092","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Singulisphaera"
"Otu0119","3906","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"Otu0120","3883","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"Otu0121","3864","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonadaceae_unclassified"
"Otu0122","3813","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu0123","3802","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium"
"Otu0124","3691","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Luteolibacter"
"Otu0125","3675","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu0126","3427","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Otu0127","3299","Firmicutes","Bacilli","Bacillales","Bacillales_Incertae_Sedis_XI","Gemella"
"Otu0128","3266","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonadaceae_unclassified"
"Otu0129","3252","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus"
"Otu0130","3133","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu0131","3051","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0132","3034","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Otu0133","2972","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Otu0134","2894","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Otu0135","2831","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"Otu0136","2829","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0137","2817","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxellaceae_unclassified"
"Otu0138","2815","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcaceae_unclassified"
"Otu0139","2768","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"Otu0140","2766","Firmicutes","Bacilli","Bacillales","Bacillales_unclassified","Bacillales_unclassified"
"Otu0141","2747","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacteriaceae_unclassified"
"Otu0142","2734","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_unclassified"
"Otu0143","2700","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas"
"Otu0144","2604","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Otu0145","2595","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Sulfurospirillum"
"Otu0146","2560","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"Otu0147","2530","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0148","2516","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Methylophilus"
"Otu0149","2490","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu0150","2453","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"Otu0151","2421","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonadaceae_unclassified"
"Otu0152","2418","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_unclassified","Rhizobiales_unclassified"
"Otu0153","2291","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu0154","2273","Acidobacteria","Acidobacteria_Gp6","Acidobacteria_Gp6_order_incertae_sedis","Acidobacteria_Gp6_family_incertae_sedis","Gp6"
"Otu0155","2266","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_unclassified","Rhizobiales_unclassified"
"Otu0156","2248","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Anaerococcus"
"Otu0157","2226","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu0158","2211","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_incertae_sedis","Aquabacterium"
"Otu0159","2192","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"Otu0160","2189","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Gordonia"
"Otu0161","2170","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Collimonas"
"Otu0162","2168","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia_Shigella"
"Otu0163","2167","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu0164","2157","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxellaceae_unclassified"
"Otu0165","2099","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Aminobacter"
"Otu0166","2080","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Acidaminococcus"
"Otu0167","2069","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0168","2062","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae","Methylocystaceae_unclassified"
"Otu0169","2057","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Sphingobacteriales_unclassified","Sphingobacteriales_unclassified"
"Otu0170","2017","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"Otu0171","2011","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0172","2010","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu0173","2001","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu0174","1999","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu0175","1958","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu0176","1906","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Otu0177","1890","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium"
"Otu0178","1852","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia"
"Otu0179","1834","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu0180","1827","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu0181","1818","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces"
"Otu0182","1818","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu0183","1773","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonadaceae_unclassified"
"Otu0184","1772","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Rothia"
"Otu0185","1752","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0186","1717","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified"
"Otu0187","1698","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetales_unclassified","Actinomycetales_unclassified"
"Otu0189","1689","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Clostridium_XI"
"Otu0190","1682","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia"
"Otu0191","1662","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"Otu0192","1649","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Barnesiella"
"Otu0193","1645","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Otu0194","1642","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu0195","1619","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"Otu0196","1605","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"Otu0197","1582","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetales_unclassified","Actinomycetales_unclassified"
"Otu0198","1576","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonadaceae_unclassified"
"Otu0199","1564","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu0200","1557","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter"
"Otu0201","1539","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0202","1536","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"Otu0203","1530","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Kocuria"
"Otu0204","1522","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu0205","1520","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Rhodococcus"
"Otu0206","1519","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0207","1514","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Rudaea"
"Otu0208","1502","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0209","1476","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Jeotgalicoccus"
"Otu0210","1471","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus"
"Otu0211","1426","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"Otu0212","1426","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0213","1425","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"Otu0214","1388","Acidobacteria","Holophagae","Holophagales","Holophagaceae","Geothrix"
"Otu0215","1387","Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"Otu0216","1386","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"Otu0217","1373","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0218","1371","Acidobacteria","Acidobacteria_Gp6","Acidobacteria_Gp6_order_incertae_sedis","Acidobacteria_Gp6_family_incertae_sedis","Gp6"
"Otu0219","1366","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"Otu0220","1351","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified"
"Otu0221","1351","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"Otu0222","1345","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0223","1340","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces"
"Otu0224","1335","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridiaceae_1_unclassified"
"Otu0225","1326","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0226","1301","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Otu0227","1286","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae_unclassified"
"Otu0228","1283","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu0229","1273","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"Otu0230","1272","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu0231","1262","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Otu0232","1257","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu0233","1256","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu0234","1255","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"Otu0235","1254","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu0236","1253","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
